WS2M,PRECTOTCORR,ALLSKY_SFC_PAR_TOT,CLRSKY_SFC_PAR_TOT,WS10M,ALLSKY_SFC_SW_DWN,TS,T2M,WS50M,PS,QV2M,ALLSKY_SFC_UV_INDEX
2.45,0.01,56.37,83.4,3.65,3.04,14.51,13.62,4.69,100.26,7.63,0.74
2.37,0,52.44,86.7,3.56,2.79,14.39,13.63,4.59,100.33,8,0.73
2.23,0.01,55.35,85.85,3.38,2.94,14.27,13.76,4.7,100.47,7.87,0.8
1.81,0.03,58.36,84.41,2.77,3.07,14.69,14.51,3.8,100.51,8.3,0.78
1.44,0,54.62,82.32,2.26,2.92,14.77,14.91,3.2,100.25,7.63,0.7
1.45,0.01,54.48,82.38,2.29,2.93,14.63,15.28,3.23,100.14,6.77,0.66
2.14,0.11,32.19,81.29,3.26,1.66,13.15,12.62,4.3,100.38,7.57,0.43
2.06,0.09,29.62,79.56,3.05,1.55,12.76,12.1,4.05,100.62,7.14,0.4
1.52,0.07,43.21,77.19,2.31,2.25,12,11.89,3.27,100.48,7.08,0.51
1.59,0.04,68.96,73.21,2.44,3.75,12.98,13.15,3.51,100.13,7.08,0.62
1.95,0,51.57,76.7,2.95,2.76,13.25,12.86,3.91,100.07,7.26,0.55
1.63,0,75.02,75.94,2.55,4.19,13.55,13.53,3.5,100.54,6.47,0.78
1.65,0,66.74,78.44,2.56,3.67,13.87,14.37,3.55,100.53,6.59,0.78
2.34,0,78.34,79.21,3.58,4.28,13.9,13.93,4.89,100.22,5.8,0.77
1.94,0,75.98,77.89,2.93,4.14,13.15,12.92,4.02,100.32,5.92,0.77
1.77,0,76.33,77.44,2.75,4.23,12.15,12.34,3.87,100.5,3.97,0.75
1.69,0,70.61,73.58,2.65,3.92,11.86,12.4,3.72,100.6,3.23,0.69
1.52,0,66.08,71.7,2.34,3.68,12.21,12.58,3.35,100.72,3.17,0.62
1.71,0,66.25,68.82,2.7,3.71,13.46,14.1,3.91,100.46,4.33,0.6
1.8,0,61.55,72.94,2.73,3.34,12.56,12.15,3.82,100.61,5.98,0.66
1.16,0.06,53.6,71.41,1.84,2.92,12.22,12.51,2.57,100.92,7.63,0.6
2.12,4.98,42.69,68.08,3.27,2.25,12.46,12.95,4.72,100.69,8.48,0.51
4.91,45.36,21.29,69.21,7.77,1.05,14.65,15.19,10.96,99.85,9.83,0.27
2.73,22.48,22.7,68.57,4.52,1.13,13.62,14.12,7.14,99.58,9.52,0.28
2.07,2.13,52.66,69.36,3.48,2.81,12.25,12.63,5.53,100.39,8.42,0.59
2.46,1.56,37.26,67.34,4.04,1.92,12.73,13.1,6.29,101.04,8.73,0.47
1.03,0.09,65.35,67.37,1.64,3.52,12.95,14.12,2.38,101.29,6.9,0.66
1.12,1.23,53.16,64.99,1.91,2.83,12.31,12.92,2.96,101.16,7.69,0.6
1.84,0.21,46.53,66.43,2.95,2.51,11.9,12.2,4.31,101.25,7.69,0.52
1.8,0,65.18,66.19,3.09,3.66,12,13.42,4.63,101.2,6.1,0.62
1.81,0,57.02,63.7,2.94,3.2,11.23,12.24,4.25,101.05,5.8,0.6
1.42,0.12,46.33,60.19,2.31,2.54,11.23,12.06,3.52,101.09,7.14,0.53
2.02,0.04,63.14,64.45,3.32,3.55,11.51,12.02,4.94,101.16,6.9,0.59
1.24,0,52.53,62.76,1.9,2.96,10.44,12.47,2.59,101.44,5.43,0.48
1.57,0,60.18,60.64,2.66,3.43,11.45,12.71,3.99,101.5,5.55,0.49
2.01,0,55.88,57.77,3.46,3.11,12.73,13.44,5.35,100.97,7.08,0.48
1.59,0,43.63,58.45,2.6,2.4,12.99,13.92,3.98,100.8,7.32,0.43
1.38,0.04,22.97,55.18,2.14,1.21,11.94,12.37,2.97,100.71,7.93,0.26
1.61,0.13,19.93,56.37,2.46,1.05,12.67,12.68,3.58,100.88,8.06,0.23
1.87,0.1,44.81,59.32,2.81,2.42,11.33,11.34,3.96,101.12,7.32,0.39
3.05,0.01,58.73,59.96,5.03,3.38,11.68,12.2,7.89,101,4.88,0.42
2.31,0.01,57.08,59.21,3.95,3.29,11.72,12.88,6.15,100.97,4.33,0.37
2.31,0,57.38,58.48,3.88,3.24,10.95,11.83,5.71,100.85,4.39,0.38
2,0,55.01,55.95,3.23,3.15,10.01,10.9,4.62,101.03,4.82,0.35
1.38,0,45.76,52.31,2.1,2.61,9.82,11.39,2.94,100.71,4.94,0.3
1.38,0.02,29.46,52.4,2.08,1.6,9.72,10.83,2.82,100.86,6.29,0.23
1.19,0.01,49.51,52.72,1.77,2.73,10.45,11.78,2.38,101.06,7.26,0.33
1.16,0,52.73,53.45,1.72,2.92,10.5,11.51,2.3,100.81,6.65,0.34
0.77,0,45.48,52.09,1.11,2.51,9.97,11.9,1.45,101.01,7.08,0.33
1.32,0,50.82,52.57,2.02,2.79,10.33,11.53,2.74,101.26,6.16,0.39
1.73,0,47.12,51.88,2.73,2.64,10.55,11.06,3.93,100.89,6.35,0.37
1.76,0.72,19.08,51.58,2.62,0.98,10.48,10.65,3.77,100.65,7.02,0.17
1.31,0,51.29,52.3,2.04,2.85,10.58,11.23,2.84,101,6.23,0.34
1.48,0.38,39.48,48.45,2.23,2.2,10.23,10.97,3.02,101.11,6.16,0.3
2,9.94,20.12,50.94,3.25,1.04,11.02,11.41,5.15,100.96,7.93,0.19
2.02,2.47,36.72,49.68,3.27,2.02,11.18,11.56,5.09,101.21,7.87,0.27
1.15,0.16,50.5,52.23,1.73,2.77,10.21,11.25,2.33,101.25,7.39,0.33
2,10.39,39.3,49.77,3.06,2.15,10.77,10.9,4.41,101.04,7.45,0.29
4.65,69.11,9.87,49.54,7.28,0.5,13.08,13.63,10.22,100.52,9.28,0.1
6.27,30.18,8.67,48.57,9.84,0.45,13.07,13.82,13.64,99.99,8.79,0.08
5.07,23.47,13.59,51.18,7.92,0.7,12.43,12.94,11.12,100.28,8.48,0.12
5.58,36.26,36.35,51.25,8.64,2,12.08,12.44,11.81,99.27,7.69,0.27
3.25,4.28,40.98,53.02,4.88,2.25,9.9,9.51,6.95,100.01,6.16,0.29
1.92,4.76,48.8,53.31,2.82,2.73,8.65,8.75,3.94,100.94,5.55,0.29
4.61,39.7,5.51,52.46,6.98,0.29,9.5,8.99,9.49,100.14,6.47,0.04
3.54,14.66,27.96,51.03,5.34,1.5,10.64,10.47,7.55,100.23,7.08,0.17
1.63,4.03,42.45,49.99,2.44,2.35,10.4,10.19,3.56,100.52,6.53,0.25
2.78,0,52.4,53.31,4.27,2.96,8.38,8.13,6.25,100.78,5.13,0.28
1.78,0.04,48.83,52.99,2.64,2.77,7.73,7.88,3.67,100.76,4.27,-999
1.51,0.22,32.12,50.81,2.23,1.73,8.49,8.21,3.1,101.06,4.82,0.2
2.51,3.64,20.2,51.84,3.69,1.03,8.5,7.58,5.19,101.11,5.92,0.14
3.02,8.25,17.63,52.11,4.69,0.89,11.66,11.85,6.81,101.03,8.3,0.14
3.21,10.07,20.48,50.66,5.09,1.03,13.04,13.49,7.65,101.07,9.22,0.16
4.91,20.23,13.34,52.05,7.54,0.67,11.5,11.55,10.31,99.84,7.75,0.11
2.96,2.83,43.38,53.15,4.44,2.38,9.65,9.56,6.04,100.6,6.29,0.25
3.79,13.21,15.72,51.52,5.76,0.79,10.15,10.19,7.84,101.03,7.14,0.13
3.59,6.29,43.95,53.6,5.48,2.42,10.26,10.84,7.41,101.06,6.47,0.32
1.08,0.01,49.41,53.5,1.55,2.7,8.94,9.48,1.99,101.42,5.62,0.36
1.85,0.01,27.03,51.58,2.7,1.43,8.01,8.07,3.6,101.21,5.86,0.27
1.65,0,41.91,53.09,2.46,2.26,9.16,9.15,3.36,101.1,6.23,0.37
0.93,0.12,41.84,52.93,1.48,2.21,11.04,11.85,2.11,101.32,7.93,0.35
1.91,0.11,50.45,55.02,3.26,2.77,11.32,11.83,5.13,101.26,7.81,0.38
2.49,0,55.61,56.19,4,3.17,9.93,10.08,6,100.95,5.86,0.45
3.05,0,53.85,54.66,4.74,3.02,9.53,9.05,6.6,100.99,5.98,0.43
2.08,2.28,43.38,48.84,3.22,2.38,10.29,10.19,4.52,100.63,6.9,0.37
2.1,14.99,22.34,49.5,3.27,1.14,11.16,11.64,5.02,100.49,8.12,0.22
2.14,10.28,33.18,54.3,3.59,1.75,11.68,12.12,5.88,100.63,8.42,0.27
1.39,2.22,24.77,54.88,2.38,1.26,11.27,11.84,4.02,100.93,8.36,0.24
2.69,9.31,30.03,55.77,4.25,1.54,11.96,12.3,6.42,101.18,8.3,0.32
1.31,3.45,36.29,56.93,2.22,1.9,12.01,12.67,3.55,101.34,8.79,0.39
0.96,0.86,36.81,57.61,1.6,1.93,10.99,12,2.35,101.31,8.24,0.38
1.37,0.03,55.5,59.27,2.22,3.1,10.63,11.39,3.19,101.43,7.45,0.41
2.42,0,59.39,59.91,3.85,3.41,9.67,9.65,5.61,101.35,6.41,0.43
2.02,0.01,59.43,60.43,3.13,3.36,9.81,10,4.31,101.09,6.59,0.45
1.81,0,56.72,59.86,2.73,3.19,9.98,10.12,3.7,101.05,6.9,0.41
1.66,0.28,55.65,60.17,2.41,3.1,8.73,8.83,3.09,101.01,6.77,0.41
1.55,2.37,26.52,60.37,2.21,1.38,9.5,8.25,2.89,101.03,6.53,0.27
1.82,9.72,30.9,61.81,2.88,1.58,12.15,12.34,4.59,101.05,8.54,0.31
2.16,7.42,20.49,59.12,3.56,1,12.74,13.16,5.9,101.19,9.03,0.23
0.92,1.55,26.26,60.79,1.69,1.33,12.72,13.33,2.79,101.36,9.09,0.28
0.84,0.15,45.66,61.88,1.36,2.39,11.69,12.56,1.94,101.39,8.3,0.41
0.95,0.1,59.81,63.54,1.55,3.2,12.89,13.94,2.28,101.43,8.91,0.55
0.94,0.13,40.52,61.74,1.52,2.1,12.03,13.15,2.24,101.25,8.79,0.47
1.61,0.24,36.92,61.16,2.59,1.92,12.13,12.52,3.92,100.89,8.67,0.38
1.37,0,63.07,67.14,2.14,3.51,11.56,11.87,3.05,101.03,7.57,0.52
1.27,0.01,59.19,66.36,1.93,3.22,10.76,11.55,2.67,101.42,6.84,0.52
1.19,0.12,48.2,68.32,1.95,2.5,12.57,13.36,2.88,101.48,8.85,0.51
1.27,0.1,55.37,66.8,2.06,2.95,13.12,13.92,3.05,100.97,9.16,0.59
3.66,0.13,64.66,70.07,5.61,3.53,11.3,11.15,7.75,100.76,7.02,0.58
2.58,0,71.54,72.23,4.05,4.02,9.73,9.83,5.88,101.1,5.55,0.56
1.91,0.08,71.8,72.38,2.95,4.08,9.05,9.71,4.13,101.1,5.37,0.58
2.66,0.03,72.55,73.19,4.23,4.12,9.17,9.26,6.47,100.87,4.88,0.59
2.63,0.02,73.17,73.92,3.96,4.24,8.62,9.03,5.48,100.76,4.39,0.57
2.01,0.01,70.86,72.09,2.98,4.07,7.91,8.33,4.09,100.66,5,0.53
3.05,0.06,70.9,71.7,4.69,4.04,8.1,7.48,6.51,100.75,4.46,0.48
1.41,0.01,73.23,74.2,2.05,4.23,7.37,8.21,2.73,100.85,3.85,0.48
1.47,0,74.42,75.24,2.05,4.27,7.8,9.33,2.56,101.15,4.52,0.51
1.79,0,70.01,75.32,2.71,3.97,8.9,9.57,3.68,100.76,5.49,0.52
1.91,2.05,34.5,75.26,3,1.75,9.48,9.54,4.46,100.3,5.92,0.35
2.72,11.98,24.8,74.53,4.11,1.21,10.58,10.44,5.75,99.82,7.14,0.27
1.7,3.65,40.45,77.41,2.84,2.05,11.8,12.04,4.59,99.96,8.3,0.41
2.13,1.17,38.04,78.67,3.2,1.99,10.65,10.64,4.33,100.61,7.02,0.42
2.6,20.89,36.52,75.51,4.04,1.85,10.92,11.17,5.95,100.48,7.57,0.39
2.06,3.14,67.59,82.05,3.2,3.68,10.44,10.55,4.51,100.97,6.65,0.59
1.94,0.06,60.74,84.02,2.93,3.24,9.69,9.36,4.22,101.18,6.1,0.59
2.19,0.33,83.95,85.32,3.32,4.61,10.28,9.92,4.66,101.29,6.53,0.79
3.55,1.6,67.98,81.82,5.36,3.7,10.26,9.88,7.35,101,6.53,0.69
2.85,0,83.1,86.23,4.4,4.53,10.57,10.36,6.27,101,6.41,0.74
1.72,0.05,84.36,86.77,2.62,4.64,11,11.45,3.7,101.05,6.9,0.88
1.8,0,83.91,85.88,2.84,4.69,10.61,11.21,3.99,100.63,6.65,0.9
1.12,0.36,50.17,83.57,1.7,2.62,9.81,10.68,2.34,99.92,6.65,0.62
1.69,1.79,29.13,81.72,2.68,1.44,10.87,11.15,4.11,99.61,7.69,0.3
1.63,2.15,70.95,85.12,2.48,3.88,10.71,11.06,3.45,99.88,7.08,0.58
2.7,2.17,34.05,88.79,4.02,1.73,9.41,9,5.42,100.12,6.41,0.34
2.23,0.57,81.53,89.75,3.27,4.51,9.76,9.07,4.52,100.39,6.04,0.67
1.82,0.02,83.71,91.52,2.69,4.58,10.47,9.72,3.65,100.65,6.23,0.71
1.94,0.02,90.43,93.44,2.94,4.99,10.86,10.37,4.15,100.71,6.59,0.75
1.76,0.05,88.16,94.93,2.64,4.86,10.6,10.38,3.59,100.96,6.47,0.79
2.24,0.31,52.43,92.58,3.24,2.76,10.41,9.77,4.34,100.3,6.29,0.55
1.74,0.01,89.88,94.95,2.57,4.98,10.02,9.41,3.45,100.14,5.86,0.77
1.45,0,94.52,98.14,2.14,5.2,10.3,10.58,2.91,100.6,6.59,0.84
2.48,0,98.47,99.27,3.71,5.56,10.24,10.03,5.03,100.73,6.35,0.93
2.76,0,98,100.79,4.13,5.45,10.83,10.19,5.59,100.65,6.65,0.98
1.86,0.01,98.26,101.51,2.84,5.44,11.02,10.53,3.95,100.92,6.96,0.98
1.7,0,93.04,99.78,2.61,5.14,10.68,10.8,3.66,101.21,7.14,0.95
1.77,0.05,77.28,102.12,3.05,4.02,12.24,12.48,4.75,101,8.48,0.93
2,0.07,82.64,102.24,3.3,4.31,12.4,12.42,4.95,100.63,8.18,0.98
1.51,0.44,77.41,104.2,2.57,4.04,12.65,12.8,3.91,100.36,8.54,0.91
3.85,9.16,57.86,103.87,6.04,2.96,12.19,12.48,8.55,100.09,8.3,0.87
4.03,11.62,61.21,102.68,6.44,3.15,13.35,13.89,9.52,99.92,8.91,0.94
3.14,19.08,103.43,108.79,4.88,5.68,12.62,12.59,6.86,99.39,7.51,1.23
2.8,4.18,89.13,107.2,4.18,4.83,11.12,11.01,5.67,99.8,6.96,0.99
3.79,0.05,108.79,110.77,5.7,6.02,11.44,10.99,7.75,100.63,6.16,1.26
3.19,0,110.37,112.48,4.87,6.09,11.3,11,6.75,101.13,6.29,1.2
2.49,3.04,96.63,109.28,3.85,5.21,11.51,11.26,5.41,100.95,7.32,1.1
2.56,0.78,103.73,113.26,3.91,5.67,11.72,11.42,5.52,101.18,6.96,1.12
2.11,0.06,113.25,114.73,3.3,6.07,12.23,11.97,4.66,101.2,7.39,1.22
2.05,2,75.01,112.34,3.27,3.92,12.06,11.98,4.8,101.03,7.93,1.02
2.23,2.13,93.36,113.24,3.38,5.06,11.88,11.65,4.75,100.71,6.59,1.27
2.3,0.04,112.8,117.85,3.47,6.25,11.37,10.84,4.8,100.92,6.41,1.38
1.89,0.08,101.73,117.1,3.12,5.35,12.19,12.09,4.68,101.36,7.81,1.34
3.11,1.23,84.41,118.78,4.97,4.49,12.35,12.42,7.27,101.34,7.51,1.18
2.8,0,119.55,121.89,4.46,6.55,10.98,11.06,6.55,101.18,5.98,1.49
2.55,0,121.12,121.68,4.45,6.63,11.88,12.79,7.05,101.23,5.92,1.49
1.73,0,117.88,120.81,2.95,6.51,12.73,14.05,4.52,101.56,6.1,-999
1.04,0,116.97,120.31,1.85,6.44,13.68,15.25,2.83,101.33,7.08,1.57
1.84,0.07,85.41,118.91,3.05,4.62,13.04,13.25,4.34,100.49,7.93,1.28
3.51,0.7,76.98,120.7,5.27,4.05,10.6,10.23,7,100.02,6.41,1.05
3.2,3.47,91.42,123.89,4.8,4.96,9.17,8.71,6.61,100.29,5.68,0.99
2.35,1.19,112.58,123.68,3.48,6.21,9.42,8.9,4.72,100.97,5.31,1.2
3.68,9.04,111.98,123.68,5.54,6.17,9.73,9.33,7.41,100.67,5.86,1.28
2.9,0.01,121.7,124.74,4.32,6.72,9.45,8.72,5.77,101.03,5.37,1.29
2.59,0.26,92.12,124.66,4.05,4.86,10.62,10.37,5.78,101.18,6.65,1.16
1.55,0,128.97,130.42,2.4,6.92,12.37,11.98,3.36,101.13,6.84,1.62
1.7,0,130,130.27,2.71,7.08,12.52,12.83,3.84,100.94,7.02,1.65
1.53,0.01,111.93,129.77,2.55,6.01,11.74,11.9,3.78,100.57,7.57,1.48
2.12,0.14,94.23,128.2,3.5,4.96,11.62,11.69,5.34,100.57,7.63,1.18
1.79,3.71,122.18,130.37,2.79,6.63,11.05,10.79,3.95,100.56,7.02,1.55
4.16,26.4,34.69,125.85,6.44,1.64,10.98,11.25,9.12,99.88,7.63,0.5
2.84,6.56,111.63,130.03,4.27,6.07,10.24,10.18,5.77,100.16,6.29,1.34
1.63,0.35,94.05,130.2,2.43,5.06,10.3,10.01,3.3,100.41,5.74,1.17
2.27,0.51,87.26,132.88,3.43,4.53,9.8,9.73,4.73,100.75,6.16,1.12
1.7,2.79,68.81,125.9,2.64,3.46,11.67,11.51,3.85,100.62,7.14,1.03
2.84,0.44,107.08,127.39,4.27,5.88,11.05,10.87,5.69,100.52,6.59,1.31
2.77,0.02,131.07,133.62,4.23,7.2,11.66,11.26,5.89,100.74,6.29,1.52
1.91,0.01,134.67,137.33,2.95,7.38,12.26,12.11,4.13,100.81,6.35,1.69
2.04,0.65,89.6,126.77,3.21,4.73,10.93,10.83,4.66,100.53,7.32,1.2
3.27,2.78,100.49,135.84,4.91,5.4,9.88,9.39,6.59,100.17,6.29,1.24
2.48,0.51,123.09,135.54,3.72,6.74,10.88,10.19,5.04,100.31,6.47,1.38
2.47,2.95,97.1,131.7,3.8,5.1,11.18,10.97,5.36,100.51,6.84,1.32
2.84,11.13,100.91,136.59,4.3,5.45,10.8,10.4,5.73,100.35,6.29,1.4
3.39,4.74,75.57,136.97,5.27,3.91,10.11,10.26,7.55,100.39,6.59,1.07
1.77,1.48,118.75,140.51,2.66,6.43,10.73,10.39,3.62,100.7,5.98,1.59
2.88,9.06,116,142.19,4.37,6.18,11.26,11.37,5.9,100.25,6.9,1.6
3.25,6.74,102.38,141.02,5.01,5.44,10.83,10.81,7.09,100.27,6.9,1.33
2.55,1.88,105.13,136.95,3.87,5.68,10.76,10.51,5.33,100.69,6.71,1.27
1.98,0.11,134.86,140.91,3.02,7.38,11.96,11.49,3.98,100.79,6.71,1.55
1.14,0.39,102.01,137.33,1.86,5.39,13.25,13.52,2.63,100.37,7.26,1.37
1.88,16.39,52.36,140.09,2.98,2.51,12.08,12.4,4.64,99.89,8.3,0.72
1.91,5.45,114.29,143.41,3.02,6.02,12.76,13.04,4.27,99.92,8.06,1.43
3.02,0.26,102.3,141.11,4.58,5.43,12.4,11.94,6.2,100.89,7.14,1.3
2.9,0.06,130.85,141.78,4.31,7.14,11.99,11.27,5.69,100.73,6.41,1.66
2.41,0.8,100.79,144.87,3.66,5.24,11.69,11.23,4.96,100.33,7.08,1.45
3.38,0.29,127.17,141.66,5.12,6.88,12.29,11.82,6.86,100.31,6.96,1.52
4.27,0.91,116.93,138.63,6.45,6.42,11.04,10.5,8.62,100.57,6.04,1.39
2.7,0.07,146.62,149.04,4.05,8.12,11.28,10.72,5.46,100.92,6.16,1.73
1.93,0.01,147.55,149.85,2.98,8.12,12.28,11.88,4.06,100.91,6.77,1.84
2.06,0.03,144.07,149.79,3.2,7.83,12.96,12.45,4.35,100.69,7.2,1.96
1.84,0,147.6,150.2,2.87,8.06,13.72,13.56,3.98,100.42,7.45,1.91
1.68,0,101.17,148.67,2.68,5.37,14.31,14.33,3.65,100.35,8.3,1.45
3.02,0.01,77.7,145.09,4.7,4.01,13.5,13.15,6.25,100.32,8.06,1.19
3.3,0,134.83,148.18,5.05,7.42,12.84,12.51,6.81,100.74,7.32,1.99
2.6,0,126.05,147,4.01,6.92,12.74,12.73,5.48,100.7,6.71,1.94
2.6,0,151.46,156.98,4.09,8.38,13.08,13.24,5.74,100.57,6.41,2.45
2.41,0.01,156.5,157.1,3.97,8.7,12.73,13.26,6.01,100.82,5.86,2.27
1.73,0,156.58,156.93,2.97,8.6,14.03,15.07,4.43,100.79,6.9,2.28
2.1,0,156.15,156.64,3.43,8.46,15.34,15.97,4.91,100.71,8.36,2.24
2.26,0,142.63,155.65,3.61,7.59,15.65,16.07,4.94,100.46,9.03,2.12
2.12,0.01,124.15,155.8,3.38,6.54,14.88,14.94,4.59,100.3,8.79,1.91
2.43,0.03,114.16,150.72,3.86,6.02,14.51,14.7,5.12,100.15,8.85,1.73
3.39,0.09,87.13,153.41,5.35,4.47,13.02,12.83,7.24,100.25,8.06,1.5
2.09,0.04,93.7,154.07,3.55,4.72,13.39,13.42,5.15,100.36,8.42,1.62
1.99,0,151.27,156.4,3.26,8.11,14.2,14.08,4.66,100.68,7.57,2.47
1.9,0,158.02,158.38,3.12,8.46,16.32,16.91,4.46,100.47,9.03,2.65
1.75,0.01,145.66,155.98,2.94,7.78,16.94,17.97,4.29,100.13,10.07,2.54
2.35,0.05,83.66,154.64,3.79,4.25,14.28,14.14,5.05,100.11,8.61,1.56
2.37,0.18,100.45,157.06,3.72,5.16,14.65,14.3,4.88,100.42,8.61,1.66
2.91,0.01,151.79,157.95,4.57,8.32,14.19,14.09,6.16,100.43,7.93,2.53
2.2,0,158.3,159.34,3.61,8.67,15.81,16.44,5.12,100.29,8.79,2.6
1.71,0,159.8,160.26,2.95,8.69,17.18,18.59,4.31,99.96,9.03,2.7
1.68,0.01,116.91,157.12,2.88,6.19,15,15.06,3.89,99.97,8.73,2.04
1.73,0.02,104.35,155.38,3.01,5.44,14.92,14.63,4.05,100.05,8.91,1.9
1.68,0.02,105.77,155.66,2.88,5.48,14.86,14.47,3.94,100.13,8.79,1.92
1.97,0.01,102.66,156.23,3.31,5.28,14.65,14.29,4.59,100.32,8.73,1.8
2.3,0.01,90.59,157.45,3.7,4.62,15.05,14.58,4.9,100.31,8.67,1.62
2.34,0.01,88.93,157.66,3.75,4.52,15.07,14.61,5.1,100.01,8.85,1.64
1.85,0.01,98.41,160.55,3.02,5.09,14.91,14.3,4.1,99.94,8.36,1.8
1.8,0.02,84.83,159.05,2.85,4.32,14.62,13.98,3.8,100.2,8.18,1.57
2.23,0.03,66.39,156.5,3.43,3.29,14.18,13.43,4.32,100.33,8.18,1.26
2.69,0.02,77.28,157.97,4.12,3.88,14.35,13.76,5.34,100.31,8.24,1.39
2.81,0.01,129.8,160.05,4.52,6.79,14.93,14.72,6.4,100.49,8.61,2.21
3.05,0,156.11,160.52,4.75,8.58,15.12,14.82,6.48,100.53,7.87,2.52
2.82,0,161.52,162.3,4.45,8.76,16.01,15.94,5.98,100.39,8.36,2.59
2.36,0,159.36,160.59,3.78,8.66,16.2,16.23,5.15,100.17,8.61,2.49
2.84,0,108.24,156.74,4.49,5.72,15.33,15.1,6.12,100.05,8.67,1.89
3.61,0.01,109.61,158.41,5.69,5.75,13.98,14.17,7.88,99.84,8.42,1.92
2.79,0,141.53,157.73,4.3,7.56,14.54,14.21,5.65,99.75,8.06,2.15
3.16,0.01,149.67,160.84,4.98,8.04,14.77,14.64,6.82,99.9,7.75,2.38
2.84,0.01,150.89,160.54,4.48,8.17,14.69,14.55,6.18,100.05,7.69,2.34
2.67,0,154.05,159.56,4.21,8.48,14.78,14.74,5.68,99.92,7.26,2.18
2.95,0,147.15,160.58,4.71,7.96,14.8,14.9,6.62,99.78,7.02,2.05
1.87,0,161.35,161.94,3.25,8.79,16.66,17.73,4.98,100.13,6.84,2.38
1.23,0,160.35,160.88,2.23,8.73,18.9,21.51,3.47,100.4,6.96,2.38
1.41,0,158.25,158.69,2.55,8.66,20.74,24.33,3.85,100.39,7.02,2.41
1.6,0,155.08,155.27,2.96,8.52,19.98,21.49,4.41,100.19,7.81,2.46
2.01,0,125.2,158.73,3.4,6.65,17.94,17.76,4.78,100.1,8.42,2.13
2.18,0.01,120.27,162.14,3.59,6.36,16.73,16.23,5.07,100.37,8.91,2.16
2.28,0,142.59,162.61,3.66,7.66,16.22,15.55,4.97,100.53,9.03,2.58
2.46,0,153.43,163.2,3.9,8.33,16.08,15.5,5.35,100.48,8,2.64
2.4,0,132.85,162.48,3.78,7.09,15.9,15.32,5.14,100.41,7.63,2.32
2.23,0,127.64,162.59,3.57,6.82,15.85,15.33,4.9,100.5,7.69,2.3
2.37,0.01,141.74,162.72,3.8,7.63,17.3,17.14,5.2,100.47,7.69,2.6
2.91,0,122.07,162.21,4.52,6.51,16.39,15.88,5.92,100.33,7.81,2.24
2.86,0,106.08,162.34,4.48,5.44,15.83,15.26,5.89,100.14,8.3,2.01
3.3,0,133.55,162.97,5.17,7.07,14.56,14.02,6.88,100.35,7.69,2.43
2.29,0,162.45,163.13,3.73,8.79,16.02,15.71,5.22,100.49,7.51,2.84
2.09,0,131.47,161.36,3.48,7,17.05,17.1,4.92,100.42,8.12,2.43
2.63,0,141.93,160.37,4.39,7.52,16.33,16.21,6.24,100.68,8.3,2.54
2.37,0,135.46,160.91,3.92,7.1,17.4,17.55,5.59,100.6,8.24,2.54
2.65,0,144.45,158.49,4.51,7.65,17.37,17.54,6.46,100.74,8.61,2.59
2.63,0.01,149.63,160.71,4.46,8.05,17.35,17.64,6.48,100.73,8.24,2.7
2.05,0,160.73,161.14,3.41,8.49,18.48,19.05,4.73,100.29,8.12,2.8
2.88,0,140.38,160.75,4.68,7.43,17.08,16.95,6.42,100.15,8.67,2.54
2.29,0,158.77,159.66,3.73,8.55,17.35,17.3,5.23,100.22,7.93,2.75
1.79,0,156.39,156.91,3,8.45,18.19,18.4,4.27,100.31,7.81,2.64
2.16,0,120.62,152.41,3.59,6.43,18.27,18.19,4.97,100.41,7.87,2.02
2.14,0.01,133.55,151.15,3.4,7.06,18.01,17.58,4.3,100.39,8.54,2.27
1.55,0,142.86,150.88,2.61,7.48,18.87,18.68,3.31,100.37,9.22,2.48
1.85,0.01,120.2,149.91,3.11,6.19,18.33,17.78,3.99,100.39,9.4,2.16
2.3,0.01,116,148.83,3.74,5.97,18.63,18.12,4.83,100.25,9.34,2.01
2.05,0.02,94.11,142.04,3.27,4.81,16.77,16.31,4.12,100.23,8.85,1.63
2.2,0.06,134.6,147.2,3.5,7.01,17.5,16.66,4.39,100.08,8.54,2.24
2.22,0.14,107.69,150.81,3.49,5.5,16.85,16,4.41,100.18,8.79,1.93
1.59,0.05,115.62,153.08,2.61,5.99,17.48,16.84,3.54,100.53,8.3,2.05
2.09,0.01,115.18,149.96,3.4,5.89,18.27,17.59,4.45,100.57,8.18,2.02
2.2,0.02,108.38,148.66,3.54,5.59,18.76,18.09,4.62,100.4,8.73,1.94
2.28,0.03,98.8,145.34,3.64,5.12,17.58,16.75,4.7,100.19,9.28,1.77
1.75,0.18,83.53,140.96,2.95,4.18,15.58,15.44,4.09,100.36,9.46,1.4
1.6,0.11,67.74,136.7,2.76,3.33,17.55,17.33,3.76,100.56,10.13,1.2
1.5,0.06,101.27,143.92,2.57,5.1,17.93,17.69,3.48,100.63,10.25,1.71
1.98,0.24,98.75,146.19,3.17,5,18.3,17.53,4.15,100.67,9.64,1.71
2.15,0.04,126.23,148.98,3.45,6.63,18.02,17.28,4.75,100.68,9.52,2.12
2.15,0.01,143.44,150.41,3.54,7.58,18,17.41,5.13,100.64,9.7,2.35
1.82,0.02,128.65,149.23,3.12,6.74,18.4,18,4.39,100.6,10.07,2.05
